layer,channel,type,index,name,value,unit,Standardized_E96,Error_E96_pct,Standardized_E24,Error_E24_pct
layer3,4,input_pos,5.0,R_pos4_5,992.6941444402565,Ω,976.0,1.6817007064819292,910.0,8.330274224281307
layer3,4,input_neg,5.0,R_neg4_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,input_pos,6.0,R_pos4_6,648.0360785009295,Ω,649.0,0.14874503612518902,620.0,4.326314449310297
layer3,4,input_neg,6.0,R_neg4_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,bias_pos,,R_bias_pos4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,bias_neg,,R_bias_neg4,101960.54640443782,Ω,102000.0,0.03869496285914958,100000.0,1.9228480756282849
layer3,4,sampling_pos,,Rin_pos4,1.0,Ω,1.0,0.0,1.0,0.0
layer3,4,sampling_neg,,Rin_neg4,1.0,Ω,1.0,0.0,1.0,0.0
layer3,4,differential_pos,,R1_pos4,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,4,differential_neg,,R1_neg4,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,4,feedback_pos,,R2_pos4,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,4,feedback_neg,,R2_neg4,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,5,input_pos,1.0,R_pos5_1,65347.20146919277,Ω,64900.0,0.6843467801809342,68000.0,4.059544205665585
layer3,5,input_neg,1.0,R_neg5_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_pos,2.0,R_pos5_2,4078.548423022705,Ω,4120.0,1.0163316130638087,3900.0,4.3777443468570745
layer3,5,input_neg,2.0,R_neg5_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_pos,3.0,R_pos5_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_neg,3.0,R_neg5_3,3901.4154744698003,Ω,3920.0,0.4763534069061261,3900.0,0.03628104925155821
layer3,5,input_pos,4.0,R_pos5_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_neg,4.0,R_neg5_4,3705.4414094145313,Ω,3740.0,0.9326443672180208,3600.0,2.8455829620361297
layer3,5,input_pos,5.0,R_pos5_5,877.186664299229,Ω,886.9999999999999,1.1187283277511473,910.0,3.740747213363648
layer3,5,input_neg,5.0,R_neg5_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_pos,6.0,R_pos5_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_neg,6.0,R_neg5_6,426.74854001327157,Ω,422.0,1.1127255439758246,430.0,0.7619147300720271
layer3,5,bias_pos,,R_bias_pos5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,bias_neg,,R_bias_neg5,22376.304389577686,Ω,22599.999999999996,0.9996986389160032,22000.0,1.6817092895507777
layer3,5,sampling_pos,,Rin_pos5,1.0,Ω,1.0,0.0,1.0,0.0
layer3,5,sampling_neg,,Rin_neg5,1.0,Ω,1.0,0.0,1.0,0.0
layer3,5,differential_pos,,R1_pos5,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,5,differential_neg,,R1_neg5,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,5,feedback_pos,,R2_pos5,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,5,feedback_neg,,R2_neg5,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,6,input_pos,1.0,R_pos6_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_neg,1.0,R_neg6_1,881.304883859096,Ω,886.9999999999999,0.6462140679359322,910.0,3.2559806108474745
layer3,6,input_pos,2.0,R_pos6_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_neg,2.0,R_neg6_2,1201.206216894225,Ω,1210.0,0.732079386711112,1200.0,0.10041713714600467
layer3,6,input_pos,3.0,R_pos6_3,2265.4022958085534,Ω,2260.0,0.23846960067749187,2200.0,2.8870058059692396
layer3,6,input_neg,3.0,R_neg6_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_pos,4.0,R_pos6_4,3251.3092906463903,Ω,3240.0,0.34783804416656766,3300.0,1.4975723624229405
layer3,6,input_neg,4.0,R_neg6_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_pos,5.0,R_pos6_5,4437.031532680834,Ω,4420.0,0.38384971022605485,4300.0,3.0883605778217276
layer3,6,input_neg,5.0,R_neg6_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_pos,6.0,R_pos6_6,2584.057171663622,Ω,2610.0,1.003957211971286,2700.0,4.486852288246158
layer3,6,input_neg,6.0,R_neg6_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,bias_pos,,R_bias_pos6,160317.89156067502,Ω,162000.0,1.0492331348359545,160000.0,0.19828826189041532
layer3,6,bias_neg,,R_bias_neg6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,sampling_pos,,Rin_pos6,1.0,Ω,1.0,0.0,1.0,0.0
layer3,6,sampling_neg,,Rin_neg6,1.0,Ω,1.0,0.0,1.0,0.0
layer3,6,differential_pos,,R1_pos6,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,6,differential_neg,,R1_neg6,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,6,feedback_pos,,R2_pos6,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,6,feedback_neg,,R2_neg6,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,1,input_pos,1.0,R_pos1_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,1,input_neg,1.0,R_neg1_1,3281.098431196729,Ω,3320.0,1.1856263875961262,3300.0,0.576074421405788
layer4,1,input_pos,2.0,R_pos1_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,1,input_neg,2.0,R_neg1_2,2008.6296813147765,Ω,2000.0,0.4296302795410145,2000.0,0.4296302795410145
layer4,1,input_pos,3.0,R_pos1_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,1,input_neg,3.0,R_neg1_3,41764.26935017997,Ω,42200.0,1.0433096438646285,43000.0,2.9588226228952377
layer4,1,input_pos,4.0,R_pos1_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,1,input_neg,4.0,R_neg1_4,10441.960868824439,Ω,10500.0,0.555825978517531,10000.0,4.2325466871261614
layer4,1,input_pos,5.0,R_pos1_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,1,input_neg,5.0,R_neg1_5,1320.773979174598,Ω,1330.0,0.6985313892364586,1300.0,1.5728640556335365
layer4,1,input_pos,6.0,R_pos1_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,1,input_neg,6.0,R_neg1_6,1856.4075054683483,Ω,1870.0,0.7321934700012158,1800.0,3.03853034973145
layer4,1,bias_pos,,R_bias_pos1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,1,bias_neg,,R_bias_neg1,145684.03588623682,Ω,147000.0,0.9033001493662677,150000.0,2.9625511728227223
layer4,1,sampling_pos,,Rin_pos1,1.0,Ω,1.0,0.0,1.0,0.0
layer4,1,sampling_neg,,Rin_neg1,1.0,Ω,1.0,0.0,1.0,0.0
layer4,1,differential_pos,,R1_pos1,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,1,differential_neg,,R1_neg1,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,1,feedback_pos,,R2_pos1,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,1,feedback_neg,,R2_neg1,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,2,input_pos,1.0,R_pos2_1,10748.160381411599,Ω,10700.0,0.44808022677899134,11000.0,2.343095093965523
layer4,2,input_neg,1.0,R_neg2_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,2,input_pos,2.0,R_pos2_2,1361.669082718242,Ω,1370.0,0.611816585063927,1300.0,4.528933167457588
layer4,2,input_neg,2.0,R_neg2_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,2,input_pos,3.0,R_pos2_3,1574.3524518461923,Ω,1580.0,0.35872197151184604,1600.0,1.6290855407714897
layer4,2,input_neg,3.0,R_neg2_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,2,input_pos,4.0,R_pos2_4,5559.487607211036,Ω,5620.0,1.088452696800238,5600.0,0.7287073135376038
layer4,2,input_neg,4.0,R_neg2_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,2,input_pos,5.0,R_pos2_5,909.9344120213713,Ω,909.0,0.10269004106521387,910.0,0.007207989692690181
layer4,2,input_neg,5.0,R_neg2_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,2,input_pos,6.0,R_pos2_6,3319.030120547474,Ω,3320.0,0.029221773147576846,3300.0,0.5733639001846375
layer4,2,input_neg,6.0,R_neg2_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,2,bias_pos,,R_bias_pos2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,2,bias_neg,,R_bias_neg2,31471435.567046013,Ω,31600000.0,0.40851149824448457,30000000.0,4.675463767489414
layer4,2,sampling_pos,,Rin_pos2,1.0,Ω,1.0,0.0,1.0,0.0
layer4,2,sampling_neg,,Rin_neg2,1.0,Ω,1.0,0.0,1.0,0.0
layer4,2,differential_pos,,R1_pos2,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,2,differential_neg,,R1_neg2,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,2,feedback_pos,,R2_pos2,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,2,feedback_neg,,R2_neg2,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,3,input_pos,1.0,R_pos3_1,39880.96658159405,Ω,40199.99999999999,0.7999641075730103,39000.0,2.2089900448918383
layer4,3,input_neg,1.0,R_neg3_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,3,input_pos,2.0,R_pos3_2,5789.754919520095,Ω,5760.0,0.5139236450195335,5600.0,3.277425765991213
layer4,3,input_neg,2.0,R_neg3_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,3,input_pos,3.0,R_pos3_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,3,input_neg,3.0,R_neg3_3,5195.162433052414,Ω,5230.0,0.670577049255369,5100.0,1.8317508697509786
layer4,3,input_pos,4.0,R_pos3_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,3,input_neg,4.0,R_neg3_4,3064.490931081259,Ω,3090.0,0.8324080407619427,3000.0,2.104458212852483
layer4,3,input_pos,5.0,R_pos3_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,3,input_neg,5.0,R_neg3_5,1389.4376108970523,Ω,1400.0,0.7601916790008566,1300.0,6.436964869499205
layer4,3,input_pos,6.0,R_pos3_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,3,input_neg,6.0,R_neg3_6,2098.787480143902,Ω,2100.0,0.05777239799500015,2000.0,4.706883430480953
layer4,3,bias_pos,,R_bias_pos3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,3,bias_neg,,R_bias_neg3,106630.49865021395,Ω,107000.0,0.346525013446805,110000.00000000001,3.159978985786448
layer4,3,sampling_pos,,Rin_pos3,1.0,Ω,1.0,0.0,1.0,0.0
layer4,3,sampling_neg,,Rin_neg3,1.0,Ω,1.0,0.0,1.0,0.0
layer4,3,differential_pos,,R1_pos3,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,3,differential_neg,,R1_neg3,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,3,feedback_pos,,R2_pos3,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,3,feedback_neg,,R2_neg3,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,4,input_pos,1.0,R_pos4_1,36427.69118636199,Ω,36500.0,0.19849957898259982,36000.0,1.1740826070308603
layer4,4,input_neg,1.0,R_neg4_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,4,input_pos,2.0,R_pos4_2,1375.1091643284703,Ω,1370.0,0.37154608964920866,1300.0,5.462051033973701
layer4,4,input_neg,2.0,R_neg4_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,4,input_pos,3.0,R_pos4_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,4,input_neg,3.0,R_neg4_3,524.511573058016,Ω,523.0,0.28818678855896074,509.99999999999994,2.7666831016540643
layer4,4,input_pos,4.0,R_pos4_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,4,input_neg,4.0,R_neg4_4,2233.9925614877666,Ω,2210.0,1.073976784944544,2200.0,1.5216058492660618
layer4,4,input_pos,5.0,R_pos4_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,4,input_neg,5.0,R_neg4_5,1087.1616781770704,Ω,1100.0,1.1809027194976789,1100.0,1.1809027194976789
layer4,4,input_pos,6.0,R_pos4_6,3511.2863790024553,Ω,3480.0,0.891023278236384,3600.0,2.5265276432037407
layer4,4,input_neg,6.0,R_neg4_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,4,bias_pos,,R_bias_pos4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,4,bias_neg,,R_bias_neg4,75309.08162549623,Ω,75000.0,0.41041746735573725,75000.0,0.41041746735573725
layer4,4,sampling_pos,,Rin_pos4,1.0,Ω,1.0,0.0,1.0,0.0
layer4,4,sampling_neg,,Rin_neg4,1.0,Ω,1.0,0.0,1.0,0.0
layer4,4,differential_pos,,R1_pos4,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,4,differential_neg,,R1_neg4,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,4,feedback_pos,,R2_pos4,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,4,feedback_neg,,R2_neg4,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,5,input_pos,1.0,R_pos5_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,5,input_neg,1.0,R_neg5_1,502.1601858696092,Ω,499.0,0.629318284988407,509.99999999999994,1.5612177848815765
layer4,5,input_pos,2.0,R_pos5_2,670.1765029723945,Ω,665.0,0.7724089026451142,680.0,1.4658074378967254
layer4,5,input_neg,2.0,R_neg5_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,5,input_pos,3.0,R_pos5_3,4003.0765336051168,Ω,4019.9999999999995,0.42276149988173556,3900.0,2.5749328732490513
layer4,5,input_neg,3.0,R_neg5_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,5,input_pos,4.0,R_pos5_4,735.4869990526513,Ω,732.0,0.47410750389099343,750.0,1.9732505083084086
layer4,5,input_neg,4.0,R_neg5_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,5,input_pos,5.0,R_pos5_5,2279.1634272405768,Ω,2260.0,0.8408097028732276,2200.0,3.4733545780181863
layer4,5,input_neg,5.0,R_neg5_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,5,input_pos,6.0,R_pos5_6,3845.0940044280924,Ω,3830.0,0.3925522863864914,3900.0,1.4279493689537033
layer4,5,input_neg,6.0,R_neg5_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,5,bias_pos,,R_bias_pos5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,5,bias_neg,,R_bias_neg5,21006.97254851508,Ω,21000.0,0.03319159150124187,22000.0,4.72713261842727
layer4,5,sampling_pos,,Rin_pos5,1.0,Ω,1.0,0.0,1.0,0.0
layer4,5,sampling_neg,,Rin_neg5,1.0,Ω,1.0,0.0,1.0,0.0
layer4,5,differential_pos,,R1_pos5,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,5,differential_neg,,R1_neg5,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,5,feedback_pos,,R2_pos5,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,5,feedback_neg,,R2_neg5,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,6,input_pos,1.0,R_pos6_1,18188.904634563107,Ω,18200.0,0.061000734567651975,18000.0,1.0385707020759485
layer4,6,input_neg,1.0,R_neg6_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,6,input_pos,2.0,R_pos6_2,428.2684474699021,Ω,432.0,0.8713115692138675,430.0,0.40431475639343295
layer4,6,input_neg,2.0,R_neg6_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,6,input_pos,3.0,R_pos6_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,6,input_neg,3.0,R_neg6_3,3862.3855523730736,Ω,3830.0,0.838485747575761,3900.0,0.9738656878471363
layer4,6,input_pos,4.0,R_pos6_4,5009.8140566818065,Ω,4990.0,0.3955048322677693,5100.0,1.8001854419708168
layer4,6,input_neg,4.0,R_neg6_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,6,input_pos,5.0,R_pos6_5,1076.2337269615368,Ω,1070.0,0.5792168378829868,1100.0,2.2082817554473966
layer4,6,input_neg,5.0,R_neg6_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,6,input_pos,6.0,R_pos6_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,6,input_neg,6.0,R_neg6_6,2514.837417187149,Ω,2490.0,0.9876351058483092,2400.0,4.566395282745359
layer4,6,bias_pos,,R_bias_pos6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer4,6,bias_neg,,R_bias_neg6,142008.6509882191,Ω,143000.0,0.6980905774980845,150000.0,5.627367738634354
layer4,6,sampling_pos,,Rin_pos6,1.0,Ω,1.0,0.0,1.0,0.0
layer4,6,sampling_neg,,Rin_neg6,1.0,Ω,1.0,0.0,1.0,0.0
layer4,6,differential_pos,,R1_pos6,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,6,differential_neg,,R1_neg6,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer4,6,feedback_pos,,R2_pos6,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer4,6,feedback_neg,,R2_neg6,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer5,1,input_pos,1.0,R_pos1_1,3157.465087095004,Ω,3160.0,0.0802831649780231,3300.0,4.514219760894771
layer5,1,input_neg,1.0,R_neg1_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer5,1,input_pos,2.0,R_pos1_2,2354.711523832568,Ω,2370.0,0.6492717266082768,2400.0,1.923313140869141
layer5,1,input_neg,2.0,R_neg1_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer5,1,input_pos,3.0,R_pos1_3,2368.7286661682288,Ω,2370.0,0.05367156863212264,2400.0,1.3201737403869596
layer5,1,input_neg,3.0,R_neg1_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer5,1,input_pos,4.0,R_pos1_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer5,1,input_neg,4.0,R_neg1_4,1436.9049515499394,Ω,1430.0,0.48054337501525335,1500.0,4.391038417816167
layer5,1,input_pos,5.0,R_pos1_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer5,1,input_neg,5.0,R_neg1_5,2506.3911628925625,Ω,2490.0,0.6539746522903436,2400.0,4.244794845581054
layer5,1,input_pos,6.0,R_pos1_6,2915.01376955755,Ω,2940.0,0.8571565151214547,3000.0,2.9154658317565865
layer5,1,input_neg,6.0,R_neg1_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer5,1,bias_pos,,R_bias_pos1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer5,1,bias_neg,,R_bias_neg1,49842.64338334857,Ω,49900.0,0.115075390785935,51000.0,2.3220209404826186
layer5,1,sampling_pos,,Rin_pos1,1.0,Ω,1.0,0.0,1.0,0.0
layer5,1,sampling_neg,,Rin_neg1,1.0,Ω,1.0,0.0,1.0,0.0
layer5,1,differential_pos,,R1_pos1,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer5,1,differential_neg,,R1_neg1,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer5,1,feedback_pos,,R2_pos1,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer5,1,feedback_neg,,R2_neg1,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
